Event,Site,Date,Round,White,Black,Result,FinalFEN
FICS rated standard game,FICS freechess.org,2023.01.29,?,blore,Slek,0-1,4r1k1/1p5p/pB4p1/P7/1np2pQ1/2Nn4/1P4PP/3Rq2K w - - 2 34
FICS rated standard game,FICS freechess.org,2023.01.29,?,Achonk,hastrman,1-0,6k1/2p4p/3nQpp1/3P2P1/rppBP3/7P/5KB1/2R5 b - - 1 32
FICS rated standard game,FICS freechess.org,2023.01.28,?,ArasanX,exeComp,1/2-1/2,8/8/8/b2K1k2/8/8/8/8 w - - 0 178
FICS rated standard game,FICS freechess.org,2023.01.28,?,joddle,AsDaGo,1-0,r4r1k/pp1B2pp/3R1q2/2P2p2/1n3B2/1Qb2N2/P4PPP/5RK1 b - - 3 20
FICS rated standard game,FICS freechess.org,2023.01.28,?,AsDaGo,joddle,0-1,r3r1k1/1Q2Rpbp/p5p1/3P4/P7/8/6K1/2q5 w - - 0 33
FICS rated standard game,FICS freechess.org,2023.01.28,?,Aromas,IFDStock,0-1,rn2k2r/p1pp2pp/4pq2/5p2/1bBP4/5N2/PP2QPbP/R1B1K1NR w KQkq - 2 10
FICS rated standard game,FICS freechess.org,2023.01.28,?,scalaQueen,Achonk,1-0,8/1p2Q1kp/1p1p4/5p2/2P2P2/4P1P1/1P1n2qP/rBKR3R b - - 28 49
FICS rated standard game,FICS freechess.org,2023.01.28,?,Achonk,scalaQueen,0-1,3Q4/2p2p1k/2P5/8/1p2p3/P7/1P3q2/6rK w - - 1 50
FICS rated standard game,FICS freechess.org,2023.01.28,?,Notarious,ArasanX,1/2-1/2,8/R1r3k1/6p1/7p/7P/6K1/8/8 w - - 100 140
FICS rated standard game,FICS freechess.org,2023.01.28,?,ArasanX,Notarious,1/2-1/2,8/2bk3K/5q2/2QP4/P1P5/6P1/7P/8 b - - 8 62
FICS rated standard game,FICS freechess.org,2023.01.28,?,lutidol,gahs,1-0,r4rk1/pbp1bppp/1pNqpn2/8/3P4/3B1Q2/PPP2PPP/R1B2RK1 w - - 6 12
FICS rated standard game,FICS freechess.org,2023.01.28,?,Notarious,IFDStock,1-0,3k4/pp2r3/5Q2/3pp3/8/P7/1P5P/1K6 w - - 0 37
FICS rated standard game,FICS freechess.org,2023.01.28,?,GoldBarMM,pikozrout,1-0,4r3/pk1qP3/1p2QP2/2p5/3p4/2P3B1/2P3PP/4R1K1 b - - 2 35
FICS rated standard game,FICS freechess.org,2023.01.28,?,exeComp,ArasanX,1/2-1/2,2r1r1k1/4qpb1/p2p2p1/P1nR4/3NPQ2/2P4P/2B3P1/5R1K b - - 8 33
FICS rated standard game,FICS freechess.org,2023.01.28,?,pikozrout,GoldBarMM,0-1,6k1/5p2/3p2p1/7p/3bP3/6P1/p4Q1K/q7 w - - 0 40
FICS rated standard game,FICS freechess.org,2023.01.28,?,Notarious,IFDStock,1-0,5knr/p2p2pp/1p1N4/6B1/2B2P2/4b3/PPb5/1K1R4 w - - 0 27
FICS rated standard game,FICS freechess.org,2023.01.28,?,IFDStock,Notarious,1/2-1/2,r3q1k1/p7/5Q1p/8/1p6/1P1B3n/PK6/8 w - - 10 45
FICS rated standard game,FICS freechess.org,2023.01.28,?,GoldBarMM,pikozrout,1-0,5q1k/7p/4RrpP/p5P1/1p1Q1P2/8/1PP5/2K5 b - - 0 33
FICS rated standard game,FICS freechess.org,2023.01.28,?,pikozrout,GoldBarMM,0-1,8/1R6/2p3k1/1P2p3/p7/P3n1PP/2r2r2/1R5K w - - 5 47
FICS rated standard game,FICS freechess.org,2023.01.28,?,GoldBarMM,pikozrout,1-0,2b2Qk1/7p/1p2p2B/1pppPp2/8/8/2PK1P1P/R7 b - - 1 30
FICS rated standard game,FICS freechess.org,2023.01.28,?,family,GriffyJr,1-0,8/8/2B5/p7/P3k1K1/8/8/8 b - - 2 61
FICS rated standard game,FICS freechess.org,2023.01.28,?,Notarious,exeComp,1-0,8/1R6/Q3p3/8/k1pp4/8/2P2P2/2K5 b - - 3 61
FICS rated standard game,FICS freechess.org,2023.01.28,?,pikozrout,Demicka,1-0,6k1/1N4p1/6r1/P2P1p2/8/P4p2/5P1P/3R3K b - - 5 33
FICS unrated standard game,FICS freechess.org,2023.01.28,?,GMAbhimanyuMishra,GMJergusPechac,1-0,8/1P6/8/3p1k2/3P4/5b2/8/6K1 b - - 0 70
FICS unrated standard game,FICS freechess.org,2023.01.28,?,GMMaxWarmerdam,IMRVaishali,1-0,6B1/p6p/2PB1kpP/1r3p2/8/5P2/P7/3K4 b - - 0 42
FICS unrated standard game,FICS freechess.org,2023.01.28,?,GMLami,GMAdhiban,0-1,8/6R1/1p6/p7/P1K3p1/1P4k1/5r2/8 w - - 1 85
FICS unrated standard game,FICS freechess.org,2023.01.28,?,GMVelimirIvic,ElineRoebers,1-0,3r2k1/2q2pp1/1nP1p2p/2Q4P/2bN4/5BP1/5PK1/1R6 b - - 10 35
FICS unrated standard game,FICS freechess.org,2023.01.28,?,GMMAminTabatabaei,GMJSindarov,1/2-1/2,8/p7/7p/1p1k1p2/1P3p2/P2K1P2/6PP/8 b - - 7 46
FICS unrated standard game,FICS freechess.org,2023.01.28,?,GMYilmaz,GMLuisPauloSupi,1/2-1/2,5r1k/p4pp1/bp6/3p1BP1/3P3P/q1n1NP2/PQ6/K6R b - - 1 31
FICS unrated standard game,FICS freechess.org,2023.01.28,?,IMThomasBeerdsen,GMDonchenko,0-1,5rk1/1p3pp1/p3p1b1/4n2p/3N3P/1B4P1/Pb3P2/2RR2K1 w - - 0 23
FICS rated standard game,FICS freechess.org,2023.01.28,?,konozrout,GoldBarMM,0-1,4r3/4kp1p/8/1N6/4P3/Pq6/2r3PP/K4R2 w - - 0 33
FICS unrated standard game,FICS freechess.org,2023.01.28,?,GMPMaghsoodloo,GMArjunErigaisi,1-0,8/8/6k1/1R3p2/8/Bp5K/5b2/8 b - - 1 47
FICS unrated standard game,FICS freechess.org,2023.01.28,?,GMRapport,GMDing,1-0,8/p2k4/p6p/5N1n/2P3p1/1P3b2/P2K4/4R3 b - - 1 42
FICS unrated standard game,FICS freechess.org,2023.01.28,?,GMDGukesh,GMAronian,1/2-1/2,r7/P4R2/1k6/8/KP6/8/8/8 b - - 14 72
FICS unrated standard game,FICS freechess.org,2023.01.28,?,GMCaruana,GMVincentKeymer,1/2-1/2,R3k3/3b2pp/p1r2p2/8/2p1p3/B1Pn3P/P3BPP1/6K1 b - - 12 40
FICS unrated standard game,FICS freechess.org,2023.01.28,?,GMCarlsen,GMRPraggnanandhaa,1/2-1/2,Q7/5p1k/7p/P7/8/3K4/8/3q4 w - - 6 68
FICS unrated standard game,FICS freechess.org,2023.01.28,?,GMVanForeest,GMGiri,1/2-1/2,4Q3/8/R6p/5Pk1/6P1/4K3/2r1r3/8 w - - 7 80
FICS unrated standard game,FICS freechess.org,2023.01.28,?,GMSo,GMNAbdusattorov,1/2-1/2,8/4k3/6p1/b3np2/3N3p/4Pp1P/r3B1P1/3R1K2 w - - 0 42
FICS rated standard game,FICS freechess.org,2023.01.28,?,Demicka,pikozrout,0-1,6k1/3Rn1pp/p3Pp2/8/5q2/8/5KPP/2r1Q3 w - - 0 35
FICS rated standard game,FICS freechess.org,2023.01.28,?,exeComp,ArasanX,1-0,6k1/8/5p2/r5pp/P7/5K2/5PP1/R7 b - - 1 41
FICS rated standard game,FICS freechess.org,2023.01.28,?,konozrout,Demicka,1-0,r2q1rk1/pb1n1ppp/1ppN1n2/8/3P4/3B1N2/PP3PPP/R1BQ1RK1 b - - 0 12
FICS rated standard game,FICS freechess.org,2023.01.28,?,ArasanX,exeComp,1/2-1/2,8/8/7k/8/8/4K3/8/8 b - - 0 65
FICS rated standard game,FICS freechess.org,2023.01.28,?,pertinent,EricAnn,0-1,6k1/pp3pp1/8/3p1n1p/P4P2/1NP3K1/P5P1/1RB1rr2 w - - 1 34
FICS rated standard game,FICS freechess.org,2023.01.28,?,Hutnik,exeComp,1/2-1/2,8/8/8/3k4/8/3K4/8/bR6 b - - 100 126
FICS rated standard game,FICS freechess.org,2023.01.28,?,exeComp,Hutnik,1/2-1/2,5k1Q/p4p1p/6p1/8/1p2P3/5qP1/5P1P/6K1 b - - 9 55
FICS rated standard game,FICS freechess.org,2023.01.28,?,blore,Slek,0-1,8/7p/8/p5k1/2P5/1P2NpbP/8/4q1K1 w - - 0 50
FICS rated standard game,FICS freechess.org,2023.01.28,?,Slek,kunde,1-0,r1b2r2/pp4pk/2p3B1/6q1/3Qp3/P7/1PP3PP/1K1R1R2 b - - 0 25
FICS unrated standard game,FICS freechess.org,2023.01.28,?,AnEndGame,tiborgbalogh,1-0,5k2/2R1n1pp/q3p1b1/ppQpP3/1P1P4/P4B1P/1B6/4K3 b - - 7 42
FICS rated standard game,FICS freechess.org,2023.01.28,?,GaiusGracchus,VictoriaBot,1-0,r1bqkb1r/pp2p3/2n1P1Q1/3pp3/2p5/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 12
FICS rated standard game,FICS freechess.org,2023.01.28,?,VictoriaBot,GaiusGracchus,0-1,2r1r3/1R4pk/p2bp1p1/6P1/4P2P/5q2/2pQ4/2R4K w - - 0 40
FICS unrated standard game,FICS freechess.org,2023.01.28,?,LNO,axeltiger,0-1,r6b/pp5k/3p3p/1BpNn3/2PpR3/3P2qb/PP2QrPN/3R3K w - - 2 27
FICS rated standard game,FICS freechess.org,2023.01.28,?,damouno,mhmf,1-0,6k1/1p3p1p/p2P2p1/3R4/8/2P3BP/PP2p1PK/8 b - - 0 37
FICS rated standard game,FICS freechess.org,2023.01.28,?,Demicka,konozrout,1-0,5rk1/2p1Qp1p/4p1pB/1pr5/1pB5/5PK1/P6P/7R b - - 1 28
FICS rated standard game,FICS freechess.org,2023.01.28,?,Koosals,damouno,0-1,8/3r3k/5b1P/2Qp4/PP6/2P1Pp2/K1q5/3R4 w - - 3 53
FICS rated standard game,FICS freechess.org,2023.01.28,?,Speyside,Qiyas,1-0,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3
FICS rated standard game,FICS freechess.org,2023.01.28,?,damouno,Koosals,1-0,6r1/p4kq1/1pp1Qp2/5P1p/1P2pB2/P1P2NP1/7P/6K1 b - - 4 37
FICS rated standard game,FICS freechess.org,2023.01.28,?,chesspickle,FraLav,1-0,6k1/3R4/4p1pp/p5p1/6P1/2R4P/P5P1/6K1 b - - 3 44
FICS rated standard game,FICS freechess.org,2023.01.28,?,exeComp,Ruvarashe,1-0,rnbqkb1r/pp2pppp/2p5/6B1/2PPp3/8/PP1QPPPP/R3KBNR b KQkq - 1 6
FICS rated standard game,FICS freechess.org,2023.01.28,?,damouno,mcstorytaller,1/2-1/2,8/5p2/4b1pp/pkN1P3/1p1K1P2/1P4P1/7P/8 b - - 4 41
FICS rated standard game,FICS freechess.org,2023.01.28,?,Notarious,ArasanX,1-0,6rk/5p1n/3p1n2/3PpB2/2N1P1p1/1R6/2Q2KRq/8 b - - 2 121
FICS rated standard game,FICS freechess.org,2023.01.28,?,mcstorytaller,damouno,0-1,1r3r2/5pk1/p3b1pp/3p4/2p5/P5P1/6PP/1B2RR1K w - - 2 32
FICS rated standard game,FICS freechess.org,2023.01.28,?,damouno,Koosals,1-0,8/p2pk3/B3p3/Rp5r/8/2P4N/1P4PK/8 b - - 1 30
FICS rated standard game,FICS freechess.org,2023.01.28,?,Koosals,damouno,0-1,8/p2b3k/3b4/K2R1r2/2p5/7P/PP6/8 w - - 1 32
FICS rated standard game,FICS freechess.org,2023.01.28,?,damouno,Slek,1-0,Q7/p1kp3p/3bp1p1/B1p4q/3n4/3P2P1/P4P1P/3R1RK1 b - - 2 24
FICS rated standard game,FICS freechess.org,2023.01.28,?,Speyside,Qiyas,1-0,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2
FICS rated standard game,FICS freechess.org,2023.01.28,?,konozrout,SEPry,0-1,8/5q2/2p1K1pk/2b4p/P3p3/8/6PP/8 w - - 0 45
FICS rated standard game,FICS freechess.org,2023.01.28,?,Koosals,YurijNone,0-1,8/3r3k/5b1p/5q2/4R2K/4P3/7R/6r1 w - - 13 63
FICS rated standard game,FICS freechess.org,2023.01.28,?,kunde,Nahka,1-0,3r2k1/1B3pp1/pN2p2p/2p5/3PQ3/P5PP/5qRK/8 b - - 0 34
FICS rated standard game,FICS freechess.org,2023.01.27,?,algra,exeComp,0-1,r1b3k1/pp3pb1/1qn3p1/8/2pr3Q/1P5P/P2N1PP1/R4RK1 w - - 0 20
FICS rated standard game,FICS freechess.org,2023.01.27,?,ArasanX,Notarious,1/2-1/2,7k/2b3p1/1p3p1p/2p5/2B5/1P2qNnP/1B4P1/4Q2K w - - 13 44
FICS rated standard game,FICS freechess.org,2023.01.27,?,Notarious,ArasanX,1-0,3Q4/1b6/kp2R2p/1qp5/p2b2P1/P4PB1/6PK/8 b - - 4 101
FICS rated standard game,FICS freechess.org,2023.01.27,?,Indrayoga,Speyside,0-1,kr6/5ppp/r7/3b4/3P4/B5Pq/3N1P2/4K3 w - - 0 38
FICS rated standard game,FICS freechess.org,2023.01.27,?,AditNov,scalaQueen,0-1,rnbqkb1r/ppp1pppp/8/3p4/3P4/1Pn2N2/P1PNPPPP/R1BQKB1R w KQkq - 3 5
FICS rated standard game,FICS freechess.org,2023.01.27,?,exeComp,ArasanX,1/2-1/2,2r5/5N1k/p5p1/1p2Q3/3p2Pp/1Bq2P2/P1r4P/1K1R4 w - - 9 38
FICS rated standard game,FICS freechess.org,2023.01.27,?,floare,leevorotation,0-1,r4r2/pp3ppk/2nb4/3p2B1/3P4/2P5/P4PPP/3R1RK1 w - - 1 16
FICS rated standard game,FICS freechess.org,2023.01.27,?,leevorotation,floare,1-0,4k3/4n1p1/2p2p1p/2q2P2/3pQ1P1/8/8/3K4 b - - 1 62
FICS rated standard game,FICS freechess.org,2023.01.27,?,Aromas,IFDStock,0-1,r1bq1rk1/1p2ppbp/3p2p1/4n1NP/p2pP3/2PB1QP1/PP4P1/RN3RK1 w - - 3 14
FICS rated standard game,FICS freechess.org,2023.01.27,?,IFDStock,Aromas,1-0,3r2k1/p4pp1/1p5p/3pPP1q/P5b1/1P1BP3/6P1/2R1QRK1 b - - 0 25
FICS rated standard game,FICS freechess.org,2023.01.27,?,Aromas,IFDStock,0-1,5k2/1ppb1p2/1r1p1bpp/2nP4/p1P4N/P4NPP/1PB2P2/1K2R3 w - - 3 26
FICS rated standard game,FICS freechess.org,2023.01.27,?,GoldBarMM,pikozrout,1-0,2r3k1/pb4Pp/4pQp1/3pPp2/3P4/7N/5PP1/6K1 b - - 2 32
FICS rated standard game,FICS freechess.org,2023.01.27,?,Aromas,IFDStock,0-1,2kr3r/pp3pp1/2p2n2/7p/5qb1/2N5/PP2BPQ1/3RR1K1 w - - 0 21
FICS rated standard game,FICS freechess.org,2023.01.27,?,Aromas,IFDStock,0-1,2b2r1k/1pp2pRP/8/3pq3/8/3B1QK1/2P3P1/r7 w - - 0 29
FICS rated standard game,FICS freechess.org,2023.01.27,?,Aromas,IFDStock,0-1,4rbk1/p1p2p1p/5nN1/3p2Q1/3P2P1/3nP2P/qr1B1P2/K2R3R w - - 0 22
FICS rated standard game,FICS freechess.org,2023.01.27,?,Aromas,IFDStock,0-1,8/5ppk/p2q3p/1p6/4b3/P1Q1B2P/5Pr1/2R4K w - - 2 33
FICS rated standard game,FICS freechess.org,2023.01.27,?,Aromas,IFDStock,0-1,r2q1rk1/3n1ppp/5n2/1B1P1p2/1b2p3/1P6/PB2QPPP/R4K1R w - - 1 16
FICS rated standard game,FICS freechess.org,2023.01.27,?,Aromas,IFDStock,0-1,1r1qr1k1/p1p5/p2p3p/3P1b2/2Pb2pP/6P1/PP4P1/1RQ2RK1 w - - 0 22
FICS rated standard game,FICS freechess.org,2023.01.27,?,Aromas,IFDThor,0-1,1rbq1rk1/pppp1ppp/8/3P4/2PN4/8/PP1K1PPP/R4B1R w - - 1 13
FICS rated standard game,FICS freechess.org,2023.01.27,?,Aromas,IFDThor,0-1,2k1q2r/p1r3pp/1p1bp3/3pN3/3P4/1P2P3/1P1B1PPP/R4RK1 w - - 1 22
FICS rated standard game,FICS freechess.org,2023.01.27,?,Aromas,IFDThor,0-1,1r6/1pp2kbR/3p4/p2P4/2P3p1/1b1B2N1/6q1/4K3 w - - 0 43
FICS rated standard game,FICS freechess.org,2023.01.27,?,Aromas,IFDThor,0-1,6k1/5p2/4p1p1/6Np/3Q2r1/2P4K/7P/5q2 w - - 4 45
FICS rated standard game,FICS freechess.org,2023.01.27,?,Aromas,IFDThor,0-1,5rk1/p1pR1ppp/8/1p6/2p3q1/P7/1B3P1P/4Q1K1 w - - 2 23
FICS rated standard game,FICS freechess.org,2023.01.27,?,Aromas,IFDThor,0-1,8/4r2p/6p1/2k5/2p5/2Pp4/8/3K4 w - - 0 39
FICS rated standard game,FICS freechess.org,2023.01.27,?,pikozrout,GoldBarMM,0-1,r5k1/5pp1/4p3/1Q6/3Pp1q1/1p2P1Bp/4rP1P/4R1K1 w - - 2 45
FICS rated standard game,FICS freechess.org,2023.01.27,?,family,GriffyJr,0-1,8/3R1p2/RP2p2p/8/2k2PPK/pr6/7r/8 w - - 7 48
FICS unrated standard game,FICS freechess.org,2023.01.27,?,GMLuisPauloSupi,ElineRoebers,1-0,3r2qk/6p1/1p4Q1/r6p/2N2p2/P2P2P1/5PbP/2R1R1K1 b - - 1 28
FICS unrated standard game,FICS freechess.org,2023.01.27,?,IMRVaishali,GMLami,1/2-1/2,6r1/6r1/3p4/R1p1k2p/7K/1P3RPP/P7/8 b - - 10 62
FICS unrated standard game,FICS freechess.org,2023.01.27,?,GMAdhiban,GMAbhimanyuMishra,1/2-1/2,8/8/4b3/p7/Pp2k1p1/1P2N3/2P2K1P/8 w - - 46 74
FICS unrated standard game,FICS freechess.org,2023.01.27,?,IMThomasBeerdsen,GMVelimirIvic,1-0,1Q2k3/7p/5p1P/p3pK2/5p2/5P2/4b3/6r1 b - - 2 55
FICS unrated standard game,FICS freechess.org,2023.01.27,?,GMJSindarov,GMMaxWarmerdam,1/2-1/2,6k1/P5p1/4p2p/8/2R5/2p2P2/2r2r1P/R4K2 w - - 2 41
FICS unrated standard game,FICS freechess.org,2023.01.27,?,GMJergusPechac,GMYilmaz,1/2-1/2,8/pp3pp1/3k3p/4n3/8/2NK3P/PP3PP1/8 w - - 7 32
FICS unrated standard game,FICS freechess.org,2023.01.27,?,GMDonchenko,GMMAminTabatabaei,1-0,1rR5/pP3ppk/6qp/4p3/7n/7P/1Q3PP1/6RK b - - 10 40
FICS unrated standard game,FICS freechess.org,2023.01.27,?,GMArjunErigaisi,GMDGukesh,1/2-1/2,5k2/6pp/p7/P4P2/6P1/1b5P/2r5/1R2K3 w - - 0 46
FICS unrated standard game,FICS freechess.org,2023.01.27,?,GMDing,GMVanForeest,1/2-1/2,8/4kpp1/1n2p3/r5p1/2p5/P4PPr/1PR1B2P/1K5R b - - 8 33
FICS unrated standard game,FICS freechess.org,2023.01.27,?,GMVincentKeymer,GMRapport,1/2-1/2,r7/6kp/6p1/pr2p3/R1N1p2P/6P1/5PK1/5B2 b - - 0 41
FICS unrated standard game,FICS freechess.org,2023.01.27,?,GMRPraggnanandhaa,GMPMaghsoodloo,0-1,8/7k/8/1B3p2/3b1P2/7P/4p2r/6RK w - - 2 53
FICS unrated standard game,FICS freechess.org,2023.01.27,?,GMAronian,GMCaruana,1/2-1/2,8/5pk1/7p/1R3p1P/8/3K1PP1/4P3/6r1 b - - 6 39
FICS unrated standard game,FICS freechess.org,2023.01.27,?,GMGiri,GMNAbdusattorov,1/2-1/2,8/pp2n2p/4k3/2K1p1p1/4P3/4NPP1/P6P/8 b - - 0 29
FICS unrated standard game,FICS freechess.org,2023.01.27,?,GMCarlsen,GMSo,1/2-1/2,8/8/7K/Bk6/8/8/8/8 b - - 0 58
FICS rated standard game,FICS freechess.org,2023.01.27,?,exeComp,ArasanX,1/2-1/2,Q7/8/8/1p6/3q4/4k3/1K6/8 w - - 13 60
FICS rated standard game,FICS freechess.org,2023.01.27,?,ArasanX,exeComp,0-1,8/5k2/2N5/3rp3/8/PK6/1P6/8 w - - 1 59
FICS rated standard game,FICS freechess.org,2023.01.27,?,ArasanX,Notarious,1/2-1/2,1r4k1/2p2p2/3p1Bq1/1p1P4/7Q/7P/1P3PPK/8 b - - 11 34
FICS rated standard game,FICS freechess.org,2023.01.27,?,GoldBarMM,pikozrout,1-0,5N2/5Pk1/p3Q1p1/4p2r/1p6/P1P5/2P5/1K1R4 b - - 1 42
FICS rated standard game,FICS freechess.org,2023.01.27,?,pikozrout,GoldBarMM,0-1,5k2/7R/p7/1p4P1/1P3q2/2P5/1P5K/8 w - - 0 48
FICS rated standard game,FICS freechess.org,2023.01.27,?,PetkoPetkov,Indrayoga,0-1,3r1rk1/p4ppp/1p2qn2/3pn3/5B2/2P1Q1P1/P3PPBP/1R1R2K1 b - - 5 18
FICS rated standard game,FICS freechess.org,2023.01.27,?,Slek,kunde,1-0,8/5KR1/7k/7r/5B2/8/8/8 b - - 7 85
FICS rated standard game,FICS freechess.org,2023.01.27,?,kamenozrout,Alexbourg,1-0,3k1b1r/2r3p1/2B1Ppp1/8/1p3PP1/8/1P3P1P/2R1K2R b K - 0 26
FICS rated standard game,FICS freechess.org,2023.01.27,?,konozrout,FrequenSea,0-1,2kr1r2/ppp3Qp/2n5/4p3/P7/P3PN2/5PPP/q4K1R w - - 0 21
FICS rated standard game,FICS freechess.org,2023.01.27,?,kunde,Slek,1-0,1r3rk1/p1p2p1p/2pp4/8/2PNPB2/1P1q2Pb/P4R2/3RQ1K1 b - - 1 23
FICS rated standard game,FICS freechess.org,2023.01.27,?,nthmaster,pikozrout,1-0,8/8/8/6K1/3k1p1N/5P1P/6P1/8 b - - 0 59
FICS rated standard game,FICS freechess.org,2023.01.27,?,Slek,kunde,1-0,r3kb1r/pQp1q1pp/2n1b3/5p2/4pP2/2B3N1/PPP3PP/2KR1B1R b kq - 0 14
FICS rated standard game,FICS freechess.org,2023.01.27,?,kunde,Slek,0-1,r1bq1rk1/5pbp/1p4p1/pP2P3/3Npn2/4P3/P2N1PPP/R2Q1K1R w - - 0 16
FICS rated standard game,FICS freechess.org,2023.01.27,?,ArasanX,Notarious,1/2-1/2,5r2/1q5k/p3n2p/3bP3/2p2p2/2P2P1P/1PQ5/2BR1KN1 b - - 10 42
FICS rated standard game,FICS freechess.org,2023.01.27,?,konozrout,SEPry,0-1,7k/p4p1p/1p2p3/2Q1P3/8/3N2r1/P7/q3K3 w - - 2 41
FICS rated standard game,FICS freechess.org,2023.01.27,?,YurijNone,leevorotation,1-0,6k1/1p1q2p1/2pNb2p/4B3/1P3P2/P3Q3/6P1/7K b - - 0 36
FICS rated standard game,FICS freechess.org,2023.01.27,?,gron,damouno,0-1,8/6k1/5p1p/3Pp1pP/1P1nP1P1/6K1/2p2R2/1q6 w - - 0 72
FICS rated standard game,FICS freechess.org,2023.01.27,?,pikozrout,rumbia,1-0,3r3r/p3kppp/2p1p2n/4P3/PP1nPP2/2N4P/1R3KP1/2B4R b - - 4 22
FICS rated standard game,FICS freechess.org,2023.01.27,?,damouno,gron,1-0,5r2/pp1BP3/k1pp2p1/7p/P3P2P/6P1/1P4K1/3N4 b - - 0 38
FICS rated standard game,FICS freechess.org,2023.01.27,?,gron,damouno,0-1,8/8/8/8/4bk2/6pp/7P/6K1 w - - 0 72
FICS rated standard game,FICS freechess.org,2023.01.26,?,exeComp,ArasanX,1/2-1/2,8/8/4k3/2K5/8/8/8/8 w - - 0 138
FICS rated standard game,FICS freechess.org,2023.01.26,?,ArasanX,exeComp,1/2-1/2,2Q5/8/p5k1/Pp2q3/1P4Kr/8/2P2BP1/8 w - - 100 105
FICS rated standard game,FICS freechess.org,2023.01.26,?,IFDStock,Notarious,1/2-1/2,8/5k2/8/3K4/8/8/8/8 b - - 0 65
FICS rated standard game,FICS freechess.org,2023.01.26,?,Aromas,IFDThor,0-1,r3k3/ppp5/4p2p/3qP1bP/b2B4/P1PB1p2/3KQPr1/RR6 w q - 0 24
FICS rated standard game,FICS freechess.org,2023.01.26,?,Aromas,IFDThor,0-1,r3k1r1/p1p4p/bp2p1pb/4Pp2/P2P4/2P1KN2/3B1PPP/R6R w q - 3 17
FICS rated standard game,FICS freechess.org,2023.01.26,?,Aromas,IFDThor,1-0,8/8/7p/5P1P/4K3/8/5k2/8 b - - 0 60
FICS rated standard game,FICS freechess.org,2023.01.26,?,Aromas,IFDThor,0-1,8/p1p5/P6p/2pB3P/2P3P1/8/4Kp2/6k1 w - - 3 47
FICS rated standard game,FICS freechess.org,2023.01.26,?,Notarious,ArasanX,1/2-1/2,2k5/1p5R/8/PP1p4/8/1K6/7p/7r w - - 10 76
FICS rated standard game,FICS freechess.org,2023.01.26,?,ArasanX,Notarious,1/2-1/2,8/6k1/6p1/6P1/2K4P/8/1R6/6r1 b - - 100 106
FICS rated standard game,FICS freechess.org,2023.01.26,?,Notarious,ArasanX,1/2-1/2,8/3R1ppk/4p2p/8/4PP2/2r3P1/5BKP/2b5 b - - 14 45
FICS rated standard game,FICS freechess.org,2023.01.26,?,GoldBarMM,pikozrout,1-0,8/p4Rk1/2p4p/1r1b1Q1p/8/1P3P2/P1P5/2KR4 b - - 0 34
FICS rated standard game,FICS freechess.org,2023.01.26,?,ArasanX,Notarious,1/2-1/2,8/8/7p/4k2P/1R4P1/8/3K4/r7 b - - 100 154
FICS rated standard game,FICS freechess.org,2023.01.26,?,pikozrout,GoldBarMM,0-1,4r1k1/p4pp1/2p4p/P1b5/6n1/3b1qPK/P2B3P/R3Q2R w - - 0 28
FICS rated standard game,FICS freechess.org,2023.01.26,?,GoldBarMM,pikozrout,1-0,q2k1b1r/2r3p1/b1P1B2p/7Q/P7/4B1P1/5P1P/2R1R1K1 b - - 0 28
FICS rated standard game,FICS freechess.org,2023.01.26,?,pikozrout,GoldBarMM,0-1,8/8/K1k5/8/q7/7n/8/8 w - - 10 73
FICS rated standard game,FICS freechess.org,2023.01.26,?,kamenozrout,family,0-1,8/5k2/4p3/1p1pP3/p1p2p2/P1P2Pq1/1P2KR2/8 w - - 4 57
FICS rated standard game,FICS freechess.org,2023.01.26,?,StickyPawn,mcstorytaller,1/2-1/2,1k1r1b1r/1p3p2/2n1bp2/1R1Np2p/7N/3P2P1/PP3PBP/R4K2 b - - 26 31
FICS rated standard game,FICS freechess.org,2023.01.26,?,mcstorytaller,StickyPawn,1-0,q1r4k/8/p4Qpp/b7/7P/8/PPP5/2KR3R b - - 3 30
FICS rated standard game,FICS freechess.org,2023.01.26,?,kristijanZD,FRANCEECHEC,1-0,Q7/pp4p1/1q2k3/4Nb2/2pP4/b1P5/P2Q1P2/K2R3R b - - 0 29
FICS rated standard game,FICS freechess.org,2023.01.26,?,rodnojo,kristijanZD,0-1,6k1/4npp1/4p3/pp2P2P/4Nb2/8/P7/3B2K1 w - - 1 43
FICS rated standard game,FICS freechess.org,2023.01.26,?,GoldBarMM,pikozrout,1-0,5k2/8/4K1p1/p5P1/5P2/4P3/P1R5/b7 b - - 0 56
FICS rated standard game,FICS freechess.org,2023.01.26,?,StickyPawn,KnightMeKing,1-0,4r2r/p3b3/8/2pk3P/2NpQ3/P2P2P1/2P2P2/6K1 b - - 11 48
FICS rated standard game,FICS freechess.org,2023.01.26,?,pikozrout,GoldBarMM,0-1,r4rk1/1p4pp/8/3p4/N3p3/P1PP1QqP/1P6/1R3K2 w - - 0 26
FICS rated standard game,FICS freechess.org,2023.01.26,?,KnightMeKing,StickyPawn,0-1,8/1p6/p7/7p/1P5P/P3k3/3pp3/1R2K3 w - - 0 56
